,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
701,8,0.3711,"base, use, method, propose, system, result, paper, approach, feature, show",Arext: Automatic Regular Expression Testing Tool Based on Generating Strings With Full Coverage.,854,30
702,8,0.356,"base, use, method, propose, system, result, paper, approach, feature, show",Automated Test Data Generation for Typescript Web Applications.,855,30
703,8,0.3484,"base, use, method, propose, system, result, paper, approach, feature, show",A Counterexample Analysis Method for Assume-Guarantee Verification of Component-Based Software.,856,30
704,8,0.3743,"base, use, method, propose, system, result, paper, approach, feature, show",An Autoencoder-based Method for Targeted Attack on Deep Neural Network Models.,857,30
705,8,0.3957,"base, use, method, propose, system, result, paper, approach, feature, show",A framework for assume-guarantee regression verification of evolving software.,858,30
706,8,0.3102,"base, use, method, propose, system, result, paper, approach, feature, show",Practical approach to access the impact of global variables on program parallelism.,859,30
707,8,0.3592,"base, use, method, propose, system, result, paper, approach, feature, show",Generate Test Data from C/C++ Source Code using Weighted CFG and Boundary Values.,860,30
708,8,0.3083,"base, use, method, propose, system, result, paper, approach, feature, show",On Locally Minimum and Strongest Assumption Generation Method for Component-Based Software Verification.,861,30
709,8,0.455,"base, use, method, propose, system, result, paper, approach, feature, show",Improvements of Directed Automated Random Testing in Test Data Generation for C++ Projects.,862,30
710,8,0.3877,"base, use, method, propose, system, result, paper, approach, feature, show",On Implementation of the Improved Assume-Guarantee Verification Method for Timed Systems.,863,30
711,8,0.3949,"base, use, method, propose, system, result, paper, approach, feature, show",A method for Automated User Interface Testing of Windows-based Applications.,864,30
712,8,0.3769,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Automated Test Cases Generation from UML Models with String Constraints.,865,30
713,8,0.4731,"base, use, method, propose, system, result, paper, approach, feature, show",A Test Data Generation Method for C/C++ Projects.,866,30
714,8,0.2892,"base, use, method, propose, system, result, paper, approach, feature, show",A Correlation-aware Negotiation Approach for Service Composition.,867,30
715,8,0.3498,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Automated Test Data Generation from Sequence Diagrams and Object Constraint Language.,868,30
716,8,0.5064,"base, use, method, propose, system, result, paper, approach, feature, show",An Efficient Method for Automated Generating Models of Component-Based Software.,869,30
717,8,0.3658,"base, use, method, propose, system, result, paper, approach, feature, show",An assume-guarantee model checker for component-based systems.,872,30
718,8,0.4566,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Generating Models of Black-Box Components.,873,30
719,8,0.2838,"base, use, method, propose, system, result, paper, approach, feature, show",Modular Conformance Testing and Assume-Guarantee Verification for Evolving Component-Based Software.,875,30
720,13,0.2176,"system, user, service, iot, resource, architecture, application, internet, item, represent",Detachable Web-Based Learning Framework to Overcome Immature ICT Infrastructure Toward Smart Education.,876,34
721,8,0.2688,"base, use, method, propose, system, result, paper, approach, feature, show",Night-Time Vehicle Distance Estimation Using Camera Geometry and Deep Learning.,877,34
722,15,0.3668,"network, time, design, propose, high, control, low, dynamic, work, agent",A Feasible Study of Cube Sensing Organization Map for Cognitive Spectrum Allocation.,878,34
723,8,0.2793,"base, use, method, propose, system, result, paper, approach, feature, show",A hybrid genetic algorithm for the traveling salesman problem with drone.,879,34
724,8,0.3099,"base, use, method, propose, system, result, paper, approach, feature, show",A New Variant of Truck Scheduling for Transporting Container Problem.,880,34
725,8,0.2661,"base, use, method, propose, system, result, paper, approach, feature, show",A time-dependent model with speed windows for share-a-ride problems: A case study for Tokyo transportation.,881,34
726,8,0.31,"base, use, method, propose, system, result, paper, approach, feature, show",Traveling Salesman Problem with Multiple Drones.,882,34
727,14,0.2153,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",A Constraint-Based Local Search for Offline and Online General Vehicle Routing.,883,34
728,15,0.26,"network, time, design, propose, high, control, low, dynamic, work, agent",Prediction-based optimization for online People and Parcels share a ride taxis.,884,34
729,8,0.3746,"base, use, method, propose, system, result, paper, approach, feature, show",Exact methods for solving the elementary shortest and longest path problems.,885,34
730,8,0.332,"base, use, method, propose, system, result, paper, approach, feature, show",Improving the connectivity of a bus system: a case study of Ho Chi Minh city.,886,34
731,8,0.2975,"base, use, method, propose, system, result, paper, approach, feature, show",A Java library for Constraint-Based Local Search: Application to the master thesis defense timetabling problem.,887,34
732,8,0.3474,"base, use, method, propose, system, result, paper, approach, feature, show",Solving the TimeTabling problem at FPT University.,888,34
733,8,0.2706,"base, use, method, propose, system, result, paper, approach, feature, show",Solving the Quorumcast Routing Problem as a Mixed Integer Program.,889,34
734,8,0.2932,"base, use, method, propose, system, result, paper, approach, feature, show",Solving the Agricultural Land Allocation Problem by Constraint-Based Local Search.,890,34
735,8,0.2571,"base, use, method, propose, system, result, paper, approach, feature, show",LS(Graph): a constraint-based local search for constraint optimization on trees and paths.,891,34
736,8,0.2933,"base, use, method, propose, system, result, paper, approach, feature, show",Solving the Longest Simple Path Problem with Constraint-Based Techniques.,893,34
737,14,0.3609,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Genetic Algorithm for Solving the Master Thesis Timetabling Problem with Multiple Objectives.,894,34
738,8,0.3518,"base, use, method, propose, system, result, paper, approach, feature, show",A literature-based method to automatically detect learning styles in learning management systems.,895,34
739,14,0.2383,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",LS(Graph): a constraint-based local search framework for constrained optimum tree and path problems on graphs.,896,34
740,8,0.2729,"base, use, method, propose, system, result, paper, approach, feature, show",An Architecture and a Domain Ontology for Personalized Multi-agent e-Learning Systems.,897,34
741,8,0.3512,"base, use, method, propose, system, result, paper, approach, feature, show",Constraint-based local search for fields partitioning problem.,898,34
742,14,0.1888,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",An efficient exact algorithm for finding two link-disjoint paths with related path cost and QoS constraint.,899,34
743,8,0.2851,"base, use, method, propose, system, result, paper, approach, feature, show",Constraint-Based Local Search for Constrained Optimum Paths Problems.,900,34
744,8,0.2913,"base, use, method, propose, system, result, paper, approach, feature, show",Using local search for traffic engineering in switched Ethernet networks.,902,34
745,15,0.292,"network, time, design, propose, high, control, low, dynamic, work, agent",Constant approximation for opportunistic sensing in mobile air quality monitoring system.,903,36
746,8,0.313,"base, use, method, propose, system, result, paper, approach, feature, show",The equidistribution of some Mahonian statistics over permutations avoiding a pattern of length three.,904,36
747,8,0.3375,"base, use, method, propose, system, result, paper, approach, feature, show",Realizing Mobile Air Quality Monitoring System: Architectural Concept and Device Prototype.,905,36
748,8,0.2294,"base, use, method, propose, system, result, paper, approach, feature, show",A dynamic programming algorithm for the maximum induced matching problem in permutation graphs.,906,36
749,8,0.3231,"base, use, method, propose, system, result, paper, approach, feature, show",Right-Justified Characterization for Generating Regular Pattern Avoiding Permutations.,907,36
750,8,0.4016,"base, use, method, propose, system, result, paper, approach, feature, show",ECO-generation for some restricted classes of compositions.,908,36
751,11,0.2499,"criterion, graph, phase, surveillance, maximum, extension, probability, swarm, cover, construction",An O(n(log n)3) algorithm for maximum matching in trapezoid graphs.,909,36
752,8,0.1905,"base, use, method, propose, system, result, paper, approach, feature, show",An efficient exact algorithm for finding two link-disjoint paths with related path cost and QoS constraint.,910,36
753,15,0.2229,"network, time, design, propose, high, control, low, dynamic, work, agent",Constraint-based local search for solving non-simple paths problems on graphs: application to the routing for network covering problem.,911,36
754,8,0.3388,"base, use, method, propose, system, result, paper, approach, feature, show",ViTransPAD: Video Transformer using convolution and self-attention for Face Presentation Attack Detection.,913,38
755,8,0.3401,"base, use, method, propose, system, result, paper, approach, feature, show",A Survey on Anti-Spoofing Methods for Facial Recognition with RGB Cameras of Generic Consumer Devices.,914,38
756,8,0.337,"base, use, method, propose, system, result, paper, approach, feature, show",Predicting Brain Degeneration with a Multimodal Siamese Neural Network *.,915,38
757,8,0.3893,"base, use, method, propose, system, result, paper, approach, feature, show",Vector space model adaptation and pseudo relevance feedback for content-based image retrieval.,916,38
758,8,0.3634,"base, use, method, propose, system, result, paper, approach, feature, show",A robust CBIR framework in between bags of visual words and phrases models for specific image datasets.,917,38
759,8,0.3544,"base, use, method, propose, system, result, paper, approach, feature, show",Study of CNN Based Classification for Small Specific Datasets.,918,38
760,8,0.465,"base, use, method, propose, system, result, paper, approach, feature, show",Deep CNN and Data Augmentation for Skin Lesion Classification.,919,38
761,8,0.3784,"base, use, method, propose, system, result, paper, approach, feature, show",FaceLiveNet: End-to-End Networks Combining Face Verification with Interactive Facial Expression-Based Liveness Detection.,920,38
762,8,0.2855,"base, use, method, propose, system, result, paper, approach, feature, show",Dichotomic lattices and local discretization for Galois lattices.,921,38
763,8,0.3414,"base, use, method, propose, system, result, paper, approach, feature, show",DocCreator: A New Software for Creating Synthetic Ground-Truthed Document Images.,922,38
764,8,0.4095,"base, use, method, propose, system, result, paper, approach, feature, show",Simple Triplet Loss Based on Intra/Inter-Class Metric Learning for Face Verification.,923,38
765,8,0.3514,"base, use, method, propose, system, result, paper, approach, feature, show","Massive, Free and Reproducible Grountruthed Document Image Databases Generation with DocCreator.",924,38
766,8,0.2896,"base, use, method, propose, system, result, paper, approach, feature, show",Impact of OCR Errors on the Use of Digital Libraries: Towards a Better Access to Information.,925,38
767,8,0.405,"base, use, method, propose, system, result, paper, approach, feature, show",Improving the Discriminative Power of Bag of Visual Words Model.,926,38
768,8,0.588,"base, use, method, propose, system, result, paper, approach, feature, show",Document Retrieval Based on Logo Spotting Using Key-Point Matching.,936,38
769,8,0.2767,"base, use, method, propose, system, result, paper, approach, feature, show",The ICDAR/GREC 2013 Music Scores Competition: Staff Removal.,937,38
770,8,0.3364,"base, use, method, propose, system, result, paper, approach, feature, show",An efficient parametrization of character degradation model for semi-synthetic image generation.,938,38
771,8,0.3244,"base, use, method, propose, system, result, paper, approach, feature, show",Generation of learning samples for historical handwriting recognition using image degradation.,939,38
772,8,0.5599,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Logo Spotting and Matching for Document Categorization by a Post-Filter Based on Homography.,940,38
773,8,0.4146,"base, use, method, propose, system, result, paper, approach, feature, show",A Discriminative Approach to On-Line Handwriting Recognition Using Bi-character Models.,941,38
774,8,0.4359,"base, use, method, propose, system, result, paper, approach, feature, show",Semi-synthetic Document Image Generation Using Texture Mapping on Scanned 3D Document Shapes.,942,38
775,8,0.3554,"base, use, method, propose, system, result, paper, approach, feature, show",Invariants Extraction Method Applied in an Omni-language Old Document Navigating System.,943,38
776,8,0.3894,"base, use, method, propose, system, result, paper, approach, feature, show",An experimental comparison of clustering methods for content-based indexing of large image databases.,944,38
777,8,0.2544,"base, use, method, propose, system, result, paper, approach, feature, show",A character degradation model for grayscale ancient document images.,945,38
778,8,0.4441,"base, use, method, propose, system, result, paper, approach, feature, show",Logo spotting for document categorization.,946,38
779,8,0.4495,"base, use, method, propose, system, result, paper, approach, feature, show",A protocol to characterize the descriptive power and the complementarity of shape descriptors.,947,38
780,8,0.5147,"base, use, method, propose, system, result, paper, approach, feature, show",Navigala: an Original Symbol Classifier Based on Navigation through a Galois Lattice.,948,38
781,8,0.4954,"base, use, method, propose, system, result, paper, approach, feature, show",A New Adaptive Structural Signature for Symbol Recognition by Using a Galois Lattice as a Classifier.,949,38
782,8,0.2594,"base, use, method, propose, system, result, paper, approach, feature, show",A Local Discretization of Continuous Data for Lattices: Technical Aspects.,950,38
783,8,0.4289,"base, use, method, propose, system, result, paper, approach, feature, show",Writer Identification Using TF-IDF for Cursive Handwritten Word Recognition.,951,38
784,8,0.2766,"base, use, method, propose, system, result, paper, approach, feature, show",Local Discretization of Numerical Data for Galois Lattices.,952,38
785,8,0.2688,"base, use, method, propose, system, result, paper, approach, feature, show",Cursive On-line Handwriting Word Recognition Using a Bi-character Model for Large Lexicon Applications.,954,38
786,8,0.4588,"base, use, method, propose, system, result, paper, approach, feature, show",Normalized radial basis function networks and bilinear discriminant analysis for face recognition.,956,38
787,8,0.5694,"base, use, method, propose, system, result, paper, approach, feature, show",Face Recognition Using Modular Bilinear Discriminant Analysis.,957,38
788,8,0.4908,"base, use, method, propose, system, result, paper, approach, feature, show",Two-Dimensional-Oriented Linear Discriminant Analysis for Face Recognition.,958,38
789,8,0.4873,"base, use, method, propose, system, result, paper, approach, feature, show",Comparing Robustness of Two-Dimensional PCA and Eigenfaces for Face Recognition.,959,38
790,8,0.2728,"base, use, method, propose, system, result, paper, approach, feature, show",A graph convolutional topic model for short and noisy text streams.,963,42
791,8,0.3215,"base, use, method, propose, system, result, paper, approach, feature, show",From implicit to explicit feedback: A deep neural network for modeling sequential behaviours and long-short term preferences of online users.,964,42
792,8,0.2823,"base, use, method, propose, system, result, paper, approach, feature, show",Revisiting Supervised Word Embeddings.,965,42
793,8,0.2575,"base, use, method, propose, system, result, paper, approach, feature, show",Boosting prior knowledge in streaming variational Bayes.,966,42
794,8,0.288,"base, use, method, propose, system, result, paper, approach, feature, show",Structured Dropout Variational Inference for Bayesian Neural Networks.,967,42
795,8,0.2673,"base, use, method, propose, system, result, paper, approach, feature, show",Generalization of GANs under Lipschitz continuity and data augmentation.,968,42
796,8,0.1905,"base, use, method, propose, system, result, paper, approach, feature, show",Neural Poisson Factorization.,969,42
797,8,0.4019,"base, use, method, propose, system, result, paper, approach, feature, show","MAP Estimation With Bernoulli Randomness, and Its Application to Text Analysis and Recommender Systems.",970,42
798,8,0.2293,"base, use, method, propose, system, result, paper, approach, feature, show",Bag of biterms modeling for short texts.,971,42
799,8,0.3094,"base, use, method, propose, system, result, paper, approach, feature, show",Predictive Coding for Locally-Linear Control.,972,42
800,8,0.2766,"base, use, method, propose, system, result, paper, approach, feature, show",Graph Convolutional Topic Model for Data Streams.,973,42
801,8,0.2525,"base, use, method, propose, system, result, paper, approach, feature, show",Dynamic transformation of prior knowledge into Bayesian models for data streams.,974,42
802,8,0.2843,"base, use, method, propose, system, result, paper, approach, feature, show",Eliminating overfitting of probabilistic topic models on short and noisy text: The role of dropout.,975,42
803,8,0.3317,"base, use, method, propose, system, result, paper, approach, feature, show",Employing the Correspondence of Relations and Connectives to Identify Implicit Discourse Relations via Label Embeddings.,976,42
804,8,0.3313,"base, use, method, propose, system, result, paper, approach, feature, show",Infinite Dropout for training Bayesian models from data streams.,977,42
805,8,0.3357,"base, use, method, propose, system, result, paper, approach, feature, show",Marking Mechanism in Sequence-to-sequence Model for Mapping Language to Logical Form.,978,42
806,8,0.3963,"base, use, method, propose, system, result, paper, approach, feature, show",Enriching User Representation in Neural Matrix Factorization.,979,42
807,8,0.2724,"base, use, method, propose, system, result, paper, approach, feature, show",Collaborative Topic Model for Poisson distributed ratings.,981,42
808,8,0.3366,"base, use, method, propose, system, result, paper, approach, feature, show",A Fast Algorithm for Posterior Inference with Latent Dirichlet Allocation.,982,42
809,8,0.4335,"base, use, method, propose, system, result, paper, approach, feature, show",Evaluating Named-Entity Recognition Approaches in Plant Molecular Biology.,983,42
810,8,0.3733,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing Class Overlapping in Supervised Dimension Reduction.,984,42
811,8,0.4505,"base, use, method, propose, system, result, paper, approach, feature, show",An effective and interpretable method for document classification.,985,42
812,15,0.2837,"network, time, design, propose, high, control, low, dynamic, work, agent",Keeping Priors in Streaming Bayesian Learning.,986,42
813,8,0.2958,"base, use, method, propose, system, result, paper, approach, feature, show",Sparse Stochastic Inference with Regularization.,987,42
814,8,0.3008,"base, use, method, propose, system, result, paper, approach, feature, show",Enabling Hierarchical Dirichlet Processes to Work Better for Short Texts at Large Scale.,988,42
815,8,0.3632,"base, use, method, propose, system, result, paper, approach, feature, show",Effective and Interpretable Document Classification Using Distinctly Labeled Dirichlet Process Mixture Models of von Mises-Fisher Distributions.,989,42
816,8,0.2267,"base, use, method, propose, system, result, paper, approach, feature, show",Modeling the diversity and log-normality of data.,990,42
817,8,0.3571,"base, use, method, propose, system, result, paper, approach, feature, show",An effective framework for supervised dimension reduction.,991,42
818,8,0.2848,"base, use, method, propose, system, result, paper, approach, feature, show",Dual online inference for latent Dirichlet allocation.,992,42
819,8,0.4731,"base, use, method, propose, system, result, paper, approach, feature, show",Simplicial nonnegative matrix factorization.,993,42
820,8,0.2533,"base, use, method, propose, system, result, paper, approach, feature, show",Probable convexity and its application to Correlated Topic Models.,994,42
821,8,0.2133,"base, use, method, propose, system, result, paper, approach, feature, show",Fully Sparse Topic Models.,995,42
822,8,0.3614,"base, use, method, propose, system, result, paper, approach, feature, show",Supervised dimension reduction with topic models.,996,42
823,15,0.2021,"network, time, design, propose, high, control, low, dynamic, work, agent","Managing sparsity, time, and quality of inference in topic models.",997,42
824,8,0.2911,"base, use, method, propose, system, result, paper, approach, feature, show",Adaptive Ranking Relevant Source Files for Bug Reports Using Genetic Algorithm.,998,44
825,8,0.3595,"base, use, method, propose, system, result, paper, approach, feature, show",Applying PNZ Model in Reliability Prediction of Component-Based Systems and Fault Tolerance Structures Technique.,999,45
826,8,0.2096,"base, use, method, propose, system, result, paper, approach, feature, show",The connected p-median problem on complete multi-layered graphs.,1001,45
827,15,0.2883,"network, time, design, propose, high, control, low, dynamic, work, agent",The minmax regret inverse maximum weight problem.,1002,45
828,14,0.2153,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",The inverse connected p-median problem on block graphs under various cost functions.,1003,45
829,14,0.2769,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",A linear time algorithm for the p-maxian problem on trees with distance constraint.,1004,45
830,14,0.2569,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Computational aspects of the inverse single facility location problem on trees under lk-norm.,1005,45
831,8,0.2714,"base, use, method, propose, system, result, paper, approach, feature, show",Monitoring Rice Crop with Dense Segmentation on Satellite Images: A case study in Vietnamese Mekong Delta.,1006,45
832,8,0.3251,"base, use, method, propose, system, result, paper, approach, feature, show",Natural Language Understanding in Smartdialog: A Platform for Vietnamese Intelligent Interactions.,1007,45
833,8,0.3311,"base, use, method, propose, system, result, paper, approach, feature, show",Severity Detection Tool for Patients with Infectious Disease.,1008,45
834,14,0.2548,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",On the complexity of inverse convex ordered 1-median problem on the plane and on tree networks.,1009,45
835,15,0.2807,"network, time, design, propose, high, control, low, dynamic, work, agent",Cloud-enabled data sharing model.,1010,45
836,8,0.3141,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing the Network Load in CREPEnvironment.,1011,45
837,8,0.3618,"base, use, method, propose, system, result, paper, approach, feature, show",Improved word alignment in patent domain.,1012,45
838,21,0.2632,"datum, rule, case, process, application, domain, build, knowledge, property, perform",Mining Informative Rule Set for Prediction over a Sliding Window.,1013,45
839,15,0.3235,"network, time, design, propose, high, control, low, dynamic, work, agent",High-bit-rate packet transfer to fast mobile terminals in an IP based micro-cellular network with parallel polling scenario.,1015,45
840,15,0.2964,"network, time, design, propose, high, control, low, dynamic, work, agent",SAFL: A Self-Attention Scene Text Recognizer with Focal Loss.,1016,45
841,8,0.4089,"base, use, method, propose, system, result, paper, approach, feature, show",PM2.5 Prediction Using Genetic Algorithm-Based Feature Selection and Encoder-Decoder Model.,1017,45
842,9,0.2539,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",QIH: An Efficient Q-Learning Inspired Hole-Bypassing Routing Protocol for WSNs.,1018,45
843,15,0.2901,"network, time, design, propose, high, control, low, dynamic, work, agent",An On-Demand Charging for Connected Target Coverage in WRSNs Using Fuzzy Logic and Q-Learning.,1019,45
844,8,0.3375,"base, use, method, propose, system, result, paper, approach, feature, show",Realizing Mobile Air Quality Monitoring System: Architectural Concept and Device Prototype.,1020,45
845,15,0.4741,"network, time, design, propose, high, control, low, dynamic, work, agent",Multi-Agent Multi-Armed Bandit Learning for Offloading Delay Minimization in V2X Networks.,1021,45
846,8,0.2685,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient Prediction of Discharge and Water Levels Using Ensemble Learning and Singular-Spectrum Analysis-Based Denoising.,1022,45
847,15,0.4267,"network, time, design, propose, high, control, low, dynamic, work, agent",Q-learning-based Opportunistic Communication for Real-time Mobile Air Quality Monitoring Systems.,1023,45
848,15,0.2483,"network, time, design, propose, high, control, low, dynamic, work, agent",MC-OCR Challenge 2021: A Multi-modal Approach for Mobile-Captured Vietnamese Receipts Recognition.,1024,45
849,15,0.2724,"network, time, design, propose, high, control, low, dynamic, work, agent",Monitoring agriculture areas with satellite images and deep learning.,1025,45
850,8,0.1911,"base, use, method, propose, system, result, paper, approach, feature, show",Automated Test Input Generation via Model Inference Based on User Story and Acceptance Criteria for Mobile Application Development.,1026,45
851,9,0.3678,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route","A Path-Length Efficient, Low-Overhead, Load-Balanced Routing Protocol for Maximum Network Lifetime in Wireless Sensor Networks with Holes.",1027,45
852,15,0.3242,"network, time, design, propose, high, control, low, dynamic, work, agent","Q-learning-based, Optimized On-demand Charging Algorithm in WRSN.",1028,45
853,8,0.4105,"base, use, method, propose, system, result, paper, approach, feature, show",A Method for Improvement the Parameter Estimation of Non-linear Regression in Growth Model to Predict Project Cost at Completion.,1029,45
854,15,0.2513,"network, time, design, propose, high, control, low, dynamic, work, agent",Extending Network Lifetime by Exploiting Wireless Charging in WSN.,1030,45
855,8,0.4135,"base, use, method, propose, system, result, paper, approach, feature, show",A Novel Surface Descriptor for Automated 3-D Object Recognition and Localization.,1031,45
856,9,0.2453,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Network Lifetime Maximization for Full Area Coverage in Wireless Sensor Networks.,1032,45
857,9,0.2911,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Exploiting Q-Learning in Extending the Network Lifetime of Wireless Sensor Networks with Holes.,1033,45
858,9,0.3521,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",A Dynamic Routing Protocol for Maximizing Network Lifetime in WSNs with Holes.,1034,45
859,9,0.2843,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Load balanced and constant stretch routing in the vicinity of holes in WSNs.,1035,45
860,15,0.3138,"network, time, design, propose, high, control, low, dynamic, work, agent",A Delay-Guaranteed Geographic Routing Protocol with Hole Avoidance in WSNs.,1036,45
861,9,0.3103,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",Constant stretch and load balanced routing protocol for bypassing multiple holes in wireless sensor networks.,1037,45
862,8,0.3103,"base, use, method, propose, system, result, paper, approach, feature, show",Safe Incremental Design of UML Architectures.,1038,45
863,8,0.3152,"base, use, method, propose, system, result, paper, approach, feature, show",Component-based verification using incremental design and invariants.,1039,45
864,8,0.3569,"base, use, method, propose, system, result, paper, approach, feature, show",Improve the Performance of Mobile Applications Based on Code Optimization Techniques Using PMD and Android Lint.,1040,45
865,8,0.3572,"base, use, method, propose, system, result, paper, approach, feature, show",Runtime verification of component-based systems in the BIP framework with formally-proved sound and complete instrumentation.,1041,45
866,8,0.2058,"base, use, method, propose, system, result, paper, approach, feature, show",Rigorous Component-Based System Design Using the BIP Framework.,1043,45
867,8,0.3807,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient deadlock detection for concurrent systems.,1044,45
868,8,0.3908,"base, use, method, propose, system, result, paper, approach, feature, show",D-Finder 2: Towards Efficient Correctness of Incremental Design.,1045,45
869,8,0.3594,"base, use, method, propose, system, result, paper, approach, feature, show",Runtime Verification of Component-Based Systems.,1046,45
870,15,0.2639,"network, time, design, propose, high, control, low, dynamic, work, agent",On the Simulation of Time-Triggered Systems on a Chip with BIP.,1047,45
871,8,0.402,"base, use, method, propose, system, result, paper, approach, feature, show",Compositional verification for component-based systems and application.,1048,45
872,8,0.3162,"base, use, method, propose, system, result, paper, approach, feature, show",Invariants and Robustness of BIP Models.,1049,45
873,8,0.4266,"base, use, method, propose, system, result, paper, approach, feature, show",Incremental Invariant Generation for Compositional Design.,1050,45
874,8,0.2857,"base, use, method, propose, system, result, paper, approach, feature, show",Designing autonomous robots.,1051,45
875,8,0.3287,"base, use, method, propose, system, result, paper, approach, feature, show",D-Finder: A Tool for Compositional Deadlock Detection and Verification.,1052,45
876,8,0.3589,"base, use, method, propose, system, result, paper, approach, feature, show",Incremental Component-Based Construction and Verification of a Robotic System.,1053,45
877,14,0.3609,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",Genetic Algorithm for Solving the Master Thesis Timetabling Problem with Multiple Objectives.,1054,46
878,8,0.3738,"base, use, method, propose, system, result, paper, approach, feature, show",Evaluating Feasibility and Effectiveness of Digital Game-Based Instructional Technology.,1055,47
879,15,0.3016,"network, time, design, propose, high, control, low, dynamic, work, agent",A bi-level optimized charging algorithm for energy depletion avoidance in wireless rechargeable sensor networks.,1056,49
880,15,0.292,"network, time, design, propose, high, control, low, dynamic, work, agent",Constant approximation for opportunistic sensing in mobile air quality monitoring system.,1057,49
881,8,0.3593,"base, use, method, propose, system, result, paper, approach, feature, show",A Host-based Investigation of IPv6 in Academia: The Cases of Japan and Vietnam.,1058,49
882,8,0.2707,"base, use, method, propose, system, result, paper, approach, feature, show",Usability and Aesthetics: Better Together for Automated Repair of Web Pages.,1059,49
883,15,0.2964,"network, time, design, propose, high, control, low, dynamic, work, agent",SAFL: A Self-Attention Scene Text Recognizer with Focal Loss.,1060,49
884,9,0.2539,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route",QIH: An Efficient Q-Learning Inspired Hole-Bypassing Routing Protocol for WSNs.,1061,49
885,8,0.3375,"base, use, method, propose, system, result, paper, approach, feature, show",Realizing Mobile Air Quality Monitoring System: Architectural Concept and Device Prototype.,1062,49
886,8,0.4328,"base, use, method, propose, system, result, paper, approach, feature, show",Speaker count: A new building block for speaker diarization.,1063,49
887,15,0.4741,"network, time, design, propose, high, control, low, dynamic, work, agent",Multi-Agent Multi-Armed Bandit Learning for Offloading Delay Minimization in V2X Networks.,1064,49
888,15,0.2984,"network, time, design, propose, high, control, low, dynamic, work, agent",GCRINT: Network Traffic Imputation Using Graph Convolutional Recurrent Neural Network.,1065,49
889,8,0.2685,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient Prediction of Discharge and Water Levels Using Ensemble Learning and Singular-Spectrum Analysis-Based Denoising.,1066,49
890,15,0.3247,"network, time, design, propose, high, control, low, dynamic, work, agent",Fuzzy Deep Q-learning Task Offloading in Delay Constrained Vehicular Fog Computing.,1067,49
891,15,0.3146,"network, time, design, propose, high, control, low, dynamic, work, agent",Multi-time-step Segment Routing based Traffic Engineering Leveraging Traffic Prediction.,1068,49
892,15,0.4267,"network, time, design, propose, high, control, low, dynamic, work, agent",Q-learning-based Opportunistic Communication for Real-time Mobile Air Quality Monitoring Systems.,1069,49
893,8,0.3865,"base, use, method, propose, system, result, paper, approach, feature, show",Visual-guided audio source separation: an empirical study.,1070,49
894,15,0.2483,"network, time, design, propose, high, control, low, dynamic, work, agent",MC-OCR Challenge 2021: A Multi-modal Approach for Mobile-Captured Vietnamese Receipts Recognition.,1071,49
895,9,0.3678,"sensor, network, node, path, protocol, routing, wireless, coverage, grid, route","A Path-Length Efficient, Low-Overhead, Load-Balanced Routing Protocol for Maximum Network Lifetime in Wireless Sensor Networks with Holes.",1072,49
896,15,0.3072,"network, time, design, propose, high, control, low, dynamic, work, agent",A 1/2-Approximation Algorithm for Target Coverage Problem in Mobile Air Quality Monitoring Systems.,1073,49
897,15,0.4669,"network, time, design, propose, high, control, low, dynamic, work, agent",A Reinforcement Learning Algorithm for Resource Provisioning in Mobile Edge Computing Network.,1074,49
898,15,0.2601,"network, time, design, propose, high, control, low, dynamic, work, agent",An $\frac{e-1}{2e-1}$-Approximation Algorithm for Maximizing Coverage Capability in Mobile Air Quality Monitoring Systems.,1075,49
899,15,0.2513,"network, time, design, propose, high, control, low, dynamic, work, agent",Extending Network Lifetime by Exploiting Wireless Charging in WSN.,1076,49
