,id,title,abstract,teacher_id,Cluster_ID,Keyword
507,612,Real-Time state-dependent routing based on user perception,"In order to successfully resolve the network infrastructure's problems the network provider has to improve the service quality. However in traditional ways, maintaining and improving of the service quality are generally determined in terms of quality of service criteria, not in terms of satisfaction and perception to the end-user. The latter is represented by Quality of Experience (QoE) that becomes recently the most important tendency to guarantee the quality of network services. QoE represents the subjective perception of end-users using network services with network functions such as admission control, resource management, routing, traffic control, etc. In this paper, we focus on routing mechanism driven by QoE end-users. Today, NP-complete is one of the most routing algorithm problems when trying to satisfy multi QoS constraints criteria simultaneously. In order to avoid the classification problem of these multiple …",47,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
508,613,Distributed hole-bypassing protocol in WSNs with constant stretch and load balancing,"Geographic routing has been widely used in wireless sensor networks because of its simplicity and efficiency resulting from its local and stateless nature. However, when subjected to routing holes (ie, regions without sensor nodes that have communication capability), geographic routing suffers from the so-called local minimum phenomenon, where packets are stopped at the hole boundary. This local minimum phenomenon results in problems of load imbalance (ie, a higher traffic intensity around the hole boundary) and routing path enlargement due to the long hole detour paths. Although several protocols have been proposed to address these issues, the load imbalance problem has not been solved thoroughly, and none of the existing protocols can solve both of these problems. In this article, we propose a distributed hole-bypassing routing protocol named ACOBA (Adaptive forbidden area-based COnstant …",49,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
509,614,An energy efficient and load balanced distributed routing scheme for wireless sensor networks with holes,"In this paper we present a new approach to route packets in the presence of routing holes. In our proposal, nodes cooperate to determine the approximate polygon of a specific hole and then exchange information about the approximate polygon. Based on the hole covering parallelogram and the hole view angle of a specific node, packets can be forwarded along an escape route that bends around the hole. We rigorously prove that the Euclidean stretch of an escape route is bounded. Simulation results show that the proposed scheme can save more than 16% of the energy consumption and 7% of the network lifetime in the comparison with existing routing algorithms. The average length of routing paths in our approach is less than 60% of other routing schemes.",49,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
510,615,Deep convolutional LSTM network-based traffic matrix prediction with partial information,"Accurate prediction of the future network traffic plays an important role in various network problems (e.g. traffic engineering, capacity planning, quality of service provisioning, etc.). However, the modern network communication is extremely complicated and dynamic, which makes the tasks of modeling and predicting the network behavior very difficult. To this end, a common approach is to apply the traditional time series prediction techniques such as Autoregressive Integrated Moving Average or Linear Regression. Besides that, there are some studies exploiting Deep Learning techniques such as Restricted Boltzmann Machine or Recurrent Neural Network (RNN) to estimate the traffic volume. Although the prediction accuracy largely depends on the amount of historical data, measuring all the network traffic is impossible or impractical due to the monitoring resources constraints as well as the dynamics of temporal …",49,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
511,616,A performance evaluation of energy efficient schemes for green office networks,"Power consumption in office networks has become a major issue due to its running cost. In order to reduce the power consumption, several approaches have been proposed such as Energy Efficient Ethernet (EEE) and Energy Efficient Wireless aggregation (EEW). In this research, we develop an analytical model and apply the model to evaluate and compare performance of the existing technologies. The parameters of interest include the number and the average throughput of clients. Our analysis results show that EEW is more efficient than EEE with a small number of clients or low average throughput. Motivated by this result, we examine the possibility of conserving more power by introducing a combination of EEE and EEW, called EEEW. EEEW can take advantage of both EEE as well as EEW and should be very strong against the varying conditions of the network. We found that when the average throughput of …",49,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
512,617,TELPAC: A time and energy efficient protocol for locating and patching coverage holes in WSNs,"Guaranteeing sufficient sensing coverage is of prime importance in wireless sensor networks. Unfortunately, due to many reasons such as natural disruptions, adversarial attacks, or energy depletion, the occurrence of coverage holes is unavoidable. In order to assure the quality of service, coverage holes should be patched (i.e. by deploying new sensors) as soon as they appear. The solutions in state-of-the-art protocols still incur time complexity and energy overhead that increase with the size of coverage holes. To avoid that issue, this paper introduces a novel protocol (namely, TELPAC) which efficiently locate the hole boundary and determine the patching locations. The main idea behind TELPAC is to approximate the hole by a polygon whose edges are aligned by a regular triangle lattice. Based on such approximation, the patching locations are then detected by using a regular hexagon tessellation. We …",49,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
513,618,Node placement for target coverage and network connectivity in WSNs with multiple sinks,"Target coverage and connectivity are two main challenging and important issues in wireless sensor networks. The former is for providing sufficient monitoring quality where all points of interest in the network are covered by sensor nodes and the latter is for guaranteeing satisfactory communicating capability where all sensors can connect to at least one sink via relay nodes. In this paper, we focus on minimizing the number of nodes (i.e., sensor nodes and relay nodes) to provide target coverage and connectivity in wireless sensor networks with multiple sinks. We formulate the problem as two sub-problems. The first one (named as TC) is for placing sensor nodes to cover all targets and the second one (named as NC) is for placing relay nodes to connect sensor nodes to the sinks. We then propose a heuristic algorithm for the TC problem that exploits clustering technique. We also propose two heuristic algorithms for …",49,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
514,619,Load balanced and constant stretch routing in the vicinity of holes in WSNs,"Because of its simplicity and scalability, geographic routing is a popular approach in wireless sensor networks, which can achieve a near-optimal routing path in the networks without holes (i.e., regions without working sensors). With the occurrence of holes, however, geographic routing faces the problems of load imbalance and routing path enlargement. In the literature, several proposals have attempted to fix these issues, but the majority of them considers only the cases when both the source and the destination stay fairly far from the holes. Recently, a few work has been proposed to tackle the problem of routing in the vicinity of routing holes. However, none of them addresses the two problems (i.e., load imbalance and routing path enlargement) concurrently, and none of them can solve the problem of load imbalance thoroughly. In this paper, we introduce a novel approach in dealing with routing in the vicinity of …",49,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
515,620,Genetic algorithm-based periodic charging scheme for energy depletion avoidance in wrsns,"Thanks to the advancements in wireless power transfer technologies, a new paradigm of wireless sensor network (WSNs) called wireless rechargeable sensor networks (WRSNs) has recently emerged. For a WRSN, designing an efficient charging schedule is a challenging issue due to the inherent constraints of WSNs. Although there have been many efforts to optimize the charging schedule, the existing works suffer from several critical problems. Firstly, they rarely tackle the dead node minimization problem, which is the ultimate objective of wireless charging. Secondly, most of the existing works assume impractical conditions, which include the unlimited battery capacity of the charger, and a fully charging scheme at the sensors. In this paper, aiming at minimizing the number of dead nodes, we propose a novel charging scheme based on the genetic algorithm. Our scheme works when the mobile charger has only …",49,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
516,621,Node placement for connected target coverage in wireless sensor networks with dynamic sinks,"Target coverage and connectivity are two fundamental and critical issues in wireless sensor networks. The former is for providing sufficient monitoring quality where all points of interest in the network are covered by sensor nodes. The latter is for guaranteeing satisfactory communicating capability where all sensor nodes can connect to at least one sink via nodes (i.e., sensor nodes and relay nodes). Though considerable efforts have been devoted to optimize the placement of sensor nodes and relay nodes under connected target coverage constraint (i.e., guaranteeing both target coverage and connectivity), all of the existing works in this area address only networks with one static sink. In the meanwhile, although there are many works in literature considered the networks with dynamic sinks, none of them studies how to optimize the location of sensor and relay nodes. In this article, we focus on wireless sensor …",49,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
517,622,Efficient approximation of routing holes in wireless sensor networks,"Routing holes in wireless sensor networks (WSN) do occur due to several reasons, including cases caused by natural obstacles or disaster suffered areas. Computing the exact boundary of a hole is possible [5], but can be impractical with large holes. In this paper, we consider the problem of how to approximate a hole by a simplistic shape, covering polygon such that if demanded either the approximation error or the memory space needed for reporting this polygon shape can be made as small as desired. We present an efficient algorithmic scheme that can produce cost-effective and flexible solutions that can be customized to fit to specific situations. Based on the basic BoundHole algorithm for computing the exact hole boundary [5], we propose a two-folded approximation technique:(1) covering the hole with a minimal polygon with edges aligned to a given square grid;(2) dynamically trimming-off this polygon …",49,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
518,623,A distributed protocol for detecting and updating hole boundary in wireless sensor networks,"Holes in sensor network are regions without operating nodes which may occur due to several reasons, including cases caused by natural obstacles or disaster suffered areas. Determining the location and shape of holes can help to monitor these disaster events (such as volcano, tsunami, etc.) or help to make smart, early routing decisions for circumventing a hole. There are many hole determination algorithms have been proposed in the literature. However, all of these algorithms only consider the networks with static holes. Moreover, most of these protocols are conducted in a centralized manner which is not suitable with the resource constraint of sensor nodes. In this paper, we consider the networks with dynamic holes and propose a distributed algorithm which can determine and update the hole boundary very quickly. We also conduct simulation to evaluate performance of proposed protocol.",49,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
519,624,Load balanced routing with constant stretch for wireless sensor network with holes,"Because of its simplicity and scalability, geographic routing is a popular approach in wireless sensor networks, which can achieve a near-optimal routing path in the networks without of holes. With the occurrence of holes, however, geographic routing faces the problems of hole diffusion and routing path enlargement. Several recent proposals attempt to fix these issues by deploying a special, forbidding area around the hole, which helps to improve the congestion on the hole boundary but still causes significant load imbalancing due to static detour routes bypassing this fixed forbidding area. Also, a significant enlargement on routing path is still possible due to the possibly significant difference between this forbidding area and the hole. Another recent approach can achieve a low route stretch (constant bounded) but still, the load imbalancing due to the holes is a concern. In this paper, we introduce a novel approach …",49,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
520,625,Pm2. 5 prediction using genetic algorithm-based feature selection and encoder-decoder model,"The concentration of fine particulate matter (PM2.5), which represents inhalable particles with diameters of 2.5 micrometers and smaller, is a vital air quality index. Such particles can penetrate deep into the human lungs and severely affect human health. This paper studies accurate PM2.5 prediction, which can potentially contribute to reducing or avoiding the negative consequences. Our approach’s novelty is to utilize the genetic algorithm (GA) and an encoder-decoder (E-D) model for PM2.5 prediction. The GA benefits feature selection and remove outliers to enhance the prediction accuracy. The encoder-decoder model with long short-term memory (LSTM), which relaxes the restrictions between the input and output of the model, can be used to effectively predict the PM2.5 concentration. We evaluate the proposed model on air quality datasets from Hanoi and Taiwan. The evaluation results show that our model …",49,8,based using model vietnamese data algorithm search optimization mobile system learning problem recognition routing approach 
521,626,An on-demand charging for connected target coverage in WRSNs using fuzzy logic and Q-Learning,"In wireless rechargeable sensor networks (WRSNs), a mobile charger (MC) moves around to compensate for sensor nodes’ energy via a wireless medium. In such a context, designing a charging strategy that optimally prolongs the network lifetime is challenging. This work aims to solve the challenges by introducing a novel, on-demand charging algorithm for MC that attempts to maximize the network lifetime, where the term “network lifetime” is defined by the interval from when the network starts till the first target is not monitored by any sensor. The algorithm, named Fuzzy Q-charging, optimizes both the time and location in which the MC performs its charging tasks. Fuzzy Q-charging uses Fuzzy logic to determine the optimal charging-energy amounts for sensors. From that, we propose a method to find the optimal charging time at each charging location. Fuzzy Q-charging leverages Q-learning to determine the next charging location for maximizing the network lifetime. To this end, Q-charging prioritizes the sensor nodes following their roles and selects a suitable charging location where MC provides sufficient power for the prioritized sensors. We have extensively evaluated the effectiveness of Fuzzy Q-charging in comparison to the related works. The evaluation results show that Fuzzy Q-charging outperforms the others. First, Fuzzy Q-charging can guarantee an infinite lifetime in the WSRNs, which have a sufficient large sensor number or a commensurate target number. Second, in other cases, Fuzzy Q-charging can extend the time until the first target is not monitored by 6.8 times on average and 33.9 times in the best case, compared to existing …",49,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
522,627,Modeling and minimizing latency in three-tier v2x networks,"Leveraging mobile cloud computing (MCC) and mobile edge computing (MEC) for offloading computational tasks is a promising approach to enabling delay-sensitive applications executing vehicles. Despite MCC and MEC's ability and complementary characteristics, most of the existing works on offloading focus on only either MCC or MEC. In this paper, we study their cooperation in a three-tier offloading model of a V2X network where a vehicle can offload computational tasks to cloud computing and MEC. Specifically, we investigate the optimal offloading probabilities of three offloading paths, including Vehicle-to- Infrastructure, Vehicle-to-Cloud, and Infrastructure-to-Cloud. Our contribution is twofold. First, we derive a mathematical model of task execution latency and a formulation to find an optimal solution for the minimum latency problem. Second, we propose an approximation algorithm based on the genetic …",49,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
523,628,Exploiting q-learning in extending the network lifetime of wireless sensor networks with holes,"Geographic routing is one of the most popular routing protocols in wireless sensor networks (WSNs) due to its simplicity and efficiency. However, with the occurrence of holes, geographic routing incurs with the so-called local minimum problem that may lead to a long hole detour path as well as the traffic concentration around the hole boundary. In consequence, the network lifetime is shortened. In this paper, we aim at proposing a lightweight distributed geographic routing protocol, which can prolong the lifetime of WSNs under the hole occurrence. Our main idea is to exploiting Q-learning technique to estimate the distance from a node to the holes. The routing decision is then determined based on the residual energy of the nodes, their estimated distance to the holes, and their distance to the destination. The simulation experiments show that our protocol strongly outperforms state-of-the-art protocols in terms of the …",49,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
524,629,Empowering 5g mobile devices with network softwarization,"The fifth generation of mobile wireless networks (5G) will provide an infrastructure with abundant and reliable connectivity for innovative and complicated applications. In 5G, 5G mobile devices, which will have improved computing resources for such applications, play an essential role. However, the network stack of 5G devices may continue to be borrowed from 4G legacy operating systems, thereby degrading user experience. In this paper, we posit that 5G users should have flexibility in utilizing networks and gain more awareness of network selection. To this end, we exploit network softwarization technologies to empower 5G devices. We then devise 5GSoft, a novel softwarized networking stack on each 5G mobile device. 5GSoft includes wireless virtualization to relax the dependence on hardware, thereby enabling sharing and multiple access. The 5GSoft device can concurrently exploit surrounding wireless …",49,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
525,630,Energy-efficient routing in the proximity of a complicated hole in wireless sensor networks,"A quest for geographic routing schemes of wireless sensor networks when sensor nodes are deployed in areas with obstacles has resulted in numerous ingenious proposals and techniques. However, there is a lack of solutions for complicated cases wherein the source or the sink nodes are located close to a specific hole, especially in cavern-like regions of large complex-shaped holes. In this paper, we propose a geographic routing scheme to deal with the existence of complicated-shape holes in an effective manner. Our proposed routing scheme achieves routes around holes with the (1+)-stretch. Experimental results show that our routing scheme yields the highest load balancing and the most extended network lifetime compared to other well-known routing algorithms as well.",49,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
526,631,"Q-learning-based, Optimized On-demand Charging Algorithm in WRSN","This paper introduces a novel charging strategy for wireless rechargeable sensor networks (WRSNs), in which a mobile charger (MC) moves and wirelessly transfers the power to the sensor nodes. The first distinct point of this work is designing the MC's charging algorithm under the consideration of target coverage and connectivity. As a solution, we introduce a novel on-demand charging scheme for WRSNs that optimize the charging time at each MC's charging location. Moreover, we take advantage of the Q-learning technique (i.e., hence named our algorithms Q-charging) to maximize the number of monitored targets. Q-charging can prioritize the sensor nodes, which play a more critical role in the network. Hence, Q-charging can select a suitable charging location aiming to provide sufficient power for the prioritized sensors. We have evaluated our proposal in comparison to the previous works. The evaluation …",49,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
527,632,Optimizing charging locations and charging time for energy depletion avoidance in wireless rechargeable sensor networks,"In recent years, Wireless Rechargeable Sensor Networks, which exploit wireless energy transfer technologies to address the energy constraint problem in traditional Wireless Sensor Networks, has emerged as a promising solution. There are two important factors that affect the performance of a charging process: charging path and charging time. In the literature, many studies have been done to propose efficient charging algorithms. However, most of the existing works focus only on optimizing the charging path. In this paper, we are the first one to jointly take into account both the charging path and charging time. Specifically, we aim at determining the optimal charging path and the charging time at each charging location to minimize the number of dead nodes. We first mathematically formulate the problem under mixed integer and linear programming. Then, we propose a periodic charging scheme, which is based …",49,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
528,633,Errors in the administration technique of insulin pen devices: a result of insufficient education,"Insulin is a high-alert medication in both inpatient and outpatient settings. Insulin can cause significant harm when administered in error. Despite advancements in insulin pen technology, errors in the administration technique remain an issue. Although various factors can contribute to administration errors, lack of education on how to operate these devices is one of the most common reasons they occur. As such, the mechanical technique used by the patient needs to be continually assessed in order to reinforce education where needed. We describe three unique patient cases that depict incorrect administration techniques when using pen devices and the consequences that could have resulted from these errors. These cases involve the use of a syringe instead of a pen needle, injecting without removing the inner cap, and dialing the pen back down instead of pushing the plunger. Although pen devices are …",50,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
529,634,Post-sunset rise of equatorial F layer—or upwelling growth?,"According to the so-called upwelling paradigm, development of equatorial plasma bubbles (EPBs) involves (1) appearance of an upwelling (i.e., local uplift with a zonal width of ~ 400 km) in the bottomside of the equatorial F layer, (2) its growth via the F-region interchange instability during the post-sunset rise (PSSR) of the F layer, and (3) launching of EPBs, which starts near the end of PSSR, from within the confines of the upwelling. In this description, the PSSR is presumed to be the primary driver of the paradigm, with upwelling growth dependent on PSSR strength. As constructed, the paradigm describes EPB development when PSSR is strong (i.e., high solar activity), but not when it is weak. We, show, for the first time, that when PSSR is weak (e.g., low solar activity), upwelling growth can still be comparable in strength to what would be considered a strong PSSR, and that this growth drives EPB development. Given that EPBs do not develop outside of upwellings, regardless of solar activity, we are led to conclude, against mainstream thinking, that the controlling driver for EPB development is upwelling growth, not PSSR. For continued progress toward understanding EPB development, a crucial next step is to identify the source mechanism for upwelling growth, especially when PSSR is weak, and to better understand the complexities of the underlying physics.",50,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
530,635,A method for Vietnamese Text Normalization to improve the quality of speech synthesis,"Being necessary for a Text-To-Speech (TTS) system, text-normalization is general a challenging problem, especially for Vietnamese because of the local context. Recent researches in text-normalization in Vietnamese for TTS systems are still at the beginning with very simple sets of ad hoc rules for individual cases in spite of the ambiguity of real text. The purpose of this paper is to take some initial steps towards methodically normalizing input text in Vietnamese for a TTS system. This paper proposes a categorization and a normalization model for Vietnamese text based on related results for other languages. An experimental application is implemented to demonstrate the model, which uses several techniques including letter language model and decision trees for classifying NSWs and both supervised and unsupervised approaches for expanding abbreviations.",50,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
531,636,Improvement of mangrove soil carbon stocks estimation in North Vietnam using Sentinel-2 data and machine learning approach,"Quantifying total carbon (TC) stocks in soil across various mangrove ecosystems is key to understanding the global carbon cycle to reduce greenhouse gas emissions. Estimating mangrove TC at a large scale remains challenging due to the difficulty and high cost of soil carbon measurements when the number of samples is high. In the present study, we investigated the capability of Sentinel-2 multispectral data together with a state-of-the-art machine learning (ML) technique, which is a combination of CatBoost regression (CBR) and a genetic algorithm (GA) for feature selection and optimization (the CBR-GA model) to estimate the mangrove soil C stocks across the mangrove ecosystems in North Vietnam. We used the field survey data collected from 177 soil cores. We compared the performance of the proposed model with those of the four ML algorithms, i.e., the extreme gradient boosting regression (XGBR), the …",50,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
532,637,"Effects of tidal forcing, conductivity gradient, and active seeding on the climatology of equatorial spread F over Kwajalein","Plasma structure in nighttime equatorial F layer, referred to as equatorial spread F (ESF), displays climatology whose seasonal variation depends on longitude. At longitudes where ESF favors equinoxes, times when maxima occur can be predicted in terms of the day of year, when E region sunset is simultaneous in conjugate hemispheres (i.e., “sunset nodes”). Aside from occurrences around equinoxes, there are only three longitudes where ESF also occurs during a solstice; one is the central Pacific region. Here ESF activity is strong during the June solstice, when solar activity is high. To understand this puzzling behavior, ESF climatology over the Kwajalein Atoll was compared with properties of the postsunset rise (PSSR) of the F layer and seeding activity in the troposphere. The key findings are as follows: (1) Maxima in PSSR velocity (VPSSR) are better aligned with equinoxes than with sunset nodes; hence …",50,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
533,638,HMM-based TTS for Hanoi Vietnamese: issues in design and evaluation,"This paper presents the development and evaluation of an HMM-based TTS system for the modern Hanoi dialect of Northern Vietnamese, a tonal language. A study of specific phonetic and prosodic features of Hanoi Vietnamese is discussed. Consequences on the design of an HMM-based TTS system are derived. Using this knowledge, a TTS system, called VTed, is then developed under the Mary TTS platform. The second part of the paper is devoted to perceptual evaluations of Vietnamese speech synthesis. Three kinds of evaluations are considered necessary for quality assessment of this tonal language. The general MOS assessment, utterance- level intelligibility, and tone-level intelligibility tests are conducted on the VTed system under a   natural speech reference   condition. The results show 1.21 points difference between natural and synthetic speech for the MOS test, a 0.2%    0.9% difference for the utterance-level intelligibility test, 23% on average and    depending on the tone type    from 0% to 37% difference for the tone-level intelligibility test. These results demonstrate the need for more specific works on tonal/prosodic level to improve automatic synthesis of Vietnamese and other tonal languages.",50,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
534,639,Non-uniform unit selection in Vietnamese speech synthesis,"In concatenative-based speech synthesis systems, speech is generated by concatenating acoustic units together, so selection of these units directly impacts the quality of synthetic speech. In our previous Text To Speech (TTS) system [8], speech was synthesized by concatenating acoustic units together. These units were of a single type, such as diphones or half syllables. Thanks to recent improvements in CPU speed and memory capacity, we can now increase the database size and perform more complex searches. In this paper, we develop the method of non-uniform unit selection using many different types of units. We find that the quality of speech is directly related to the size of the units used. This method was applied in different ways in different languages. This paper describes the way of applying this method for Vietnamese TTS to improve the quality of speech synthesis system.",50,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
535,640,"In vitro toxicity, genotoxicity and antigenotoxicity of Nigella sativa extracts from different geographic locations","Nigella sativa or black cumin is used as a spice and as a natural remedy against a great variety of illnesses. However, plants growing at different locations, i.e., coping with different environmental stress conditions, may have different contents of specialized compounds include alkaloids, flavonoids, and terpenoids. Therefore their properties and biological effects may be different.",50,9,recognition algorithm routing network detection networks using search multiple problem machine prediction fast software power 
536,641,"Evaluation of sperm DNA fragmentation index, Zinc concentration and seminal parameters from infertile men with varicocele","The aim of this study was to investigate the effect of varicocele on DNA fragmentation index (DFI), zinc concentration and seminal parameters in infertile patients. In this prospective study, 179 men with at least 1‐year history of infertility and varicocele were examined for semen quality at Hanoi Medical University Hospital (HMUH), Hanoi, Vietnam. In addition, an inverse correlation between zinc concentration and the degree of sperm DNA fragmentation in patients with clinical varicocele was found. The difference in mean values of sperm DNA fragmentation index in patients with various grades of varicoceles can be neglected, whereas most patients with varicocele of grades II and III had DFI >30%. Varicocele is associated with high levels of DNA damage in spermatozoa and reduced zinc levels that correlate with different grades of disease. Therefore, DNA fragmentation index and zinc concentration can be used as …",50,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
537,642,Four new lignans and IL-2 inhibitors from Magnoliae Flos,"Four new lignans, a furofuran lignan medioresinol B (10) and three tetrahydrofuran lignans kobusinol C (16), 7′-methoxy magnostellin A (21), and mangnostellin D (23), along with 19 known lignans, were isolated from the flower buds of Magnolia biondii PAMP. The structures of the isolates were elucidated using spectroscopic analysis, mainly one-and two-dimensional NMR, high resolution-MS, and circular dichroism techniques as well as Mosher’s esterification method. The anti-allergic effects of the isolated compounds were evaluated by analyzing the inhibition of interleukin-2 (IL-2) expression in Jurkat T-cells. Compounds 11–14 reduced IL-2 expression in a dose-dependent manner.",50,9,recognition algorithm routing network detection networks using search multiple problem machine prediction fast software power 
538,643,BBrowser: Making single-cell data easily accessible,"BioTuring’s BBrowser is a software solution that helps scientists effectively analyze single-cell omics data. It combines big data with big computation and modern data visualization to create a unique platform where scientists can interact and obtain important biological insights from the massive amounts of single-cell data. BBrowser has three main components: a curated single-cell database, a big-data analytics layer, and a data visualization module. BBrowser is available for download at: https://bioturing.com/bbrowser/download.",50,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
539,645,Tobacco cessation in Vietnam: exploring the role of village health workers,"The purpose of this study was to explore current tobacco use treatment (TUT) practice patterns, and attitudes and beliefs among Village Health Workers (VHWs) about expanding their role to include delivering smoking cessation interventions and the perceived barriers. We conducted a survey of 449 VHWs from 26 communes in Thai Nguyen province, Vietnam. We assessed TUT practice patterns including asking about tobacco use, advising smokers to quit, offering assistance (3As) and attitudes, self-efficacy, and norms related to TUT. Seventy two per cent of VHWs reported asking patients if they use tobacco, 78.6% offered advice to quit, and 41.4% offered cessation assistance to few or more patients in the past month. Self-efficacy was low, with 53.2% agreeing that they did not have the skills to counsel patients about smoking cessation. The most commonly reported barriers to offering TUT were a lack of training …",50,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
540,646,Practice environmental cost management accounting: The case of Vietnamese brick production companies,"During the past few years, there has been a growing interest in applications of environmental cost management accounting (ECMA) in different manufacturing industries. ECMA is a useful tool for environmental performance improvement and achieving better financial benefits. Nevertheless, ECMA implementation is in early stages in many countries such as Vietnam. Brick industry is one of the most polluted sectors, which has significant impact on the environment. The purpose of this paper is to provide a clear image of ECMA application in Vietnamese brick manufacturing enterprises. Both qualitative and quantitative research methodologies are used to analyze the participants' attitudes, perceptions and concerns about the potential for applying ECMA. The results indicate that the brick industry adopted low level of ECMA and provide some necessary suggestions to promote the enterprises applying ECMA.",50,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
541,647,Auditing financial statements in insurance enterprises: The case of Vietnam,"This study is conducted to study the implementation of the audit techniques and procedures executed by auditors using risk-based approach. The study also determines factors affecting audit quality of financial statements in Vietnamese insurance enterprises. Quantitative method is used in the study where questionnaires are sent to 250 independent auditors and 186 valid questionnaires are encrypted, declared and entered into SPSS software version 22.0. The results show that in audit techniques, except for document testing and verification technique, there were significant differences in application level of material testing, observation, interview, calculation and analysis techniques between big 4 firms and non-big 4 firms. The analysis also confirms that the most significant difference was between the two audit groups. In audit procedures, while control testing is not performed singly, detailed testing can be performed alone at all three assurance levels and the analysis is performed alone in the assurance level of 1. It is possible to combine them in these proce-dures with the assurance level of 2 and 3. On the other hand, the combination of these three proce-dures is only guaranteed at level 3. The results of the factor analysis and regression model test demonstrate that there were six factors influencing the audit quality of financial statements in insur-ance enterprises; namely audit method, auditors’ quality, awareness of auditors and director board, characteristics of insurance enterprises, legal environment and position of the audit firm. In particular, audit method and auditors’ quality are the strongest factors.",50,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
542,648,Adsorptive removal of cationic dyes using hybrid material-based polyelectrolyte modified laterite soil,"Strong polyanion, polystyrene sulfonate (PSS) on the laterite soil to form a new material has been investigated to remove cationic dyes from aqueous solution. The laterite soil after surface modification by PSS was characterized by Fourier transform infrared spectroscopy (FT-IR), Brunauer-Emmett-Teller (BET), scanning electron microscopy (SEM), transmission electron microscopy (TEM), X-ray diffraction (XRD) and zeta potential measurements. The conditions for adsorption of PSS on laterite soil were selected as, contact time 150 min, 50 mM NaCl, pH 4, solid-liquid ratio 5 mg/mL. The laterite soil after PSS adsorption was called polymer modified laterite (PML). The PML was used for study on the removal of the molecular organic dyes, crystal violet (CV) and methylene blue (MB). The effective parameters for removal of both CV and MB using PML were adsorption time 75 min, while the optimum pH values were 8 …",50,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
543,649,Adherence to antiplatelet therapy after coronary intervention among patients with myocardial infarction attending Vietnam National Heart Institute,"Adherence to antiplatelet therapy is critical to successful treatment of cardiovascular conditions. However, little has been known about this issue in the context of constrained resources such as in Vietnam. The objective of this study was to examine the adherence to antiplatelet therapy among patients receiving acute myocardial infarction interventions and its associated factors. In a cross-sectional survey design, 175 adult patients revisiting Vietnam National Heart Institute diagnosed with acute myocardial infarction were approached for data collection from October 2014 to June 2015. Adherence to antiplatelet therapy was assessed by asking patients whether they took taking antiplatelet regularly as per medication (do not miss any dose at the specified time) for any type of antiplatelet (aspirin, clopidogrel, ticlopidine...) during the last month before the participants came back to take re-examinations. The results indicated that the adherence to antiplatelet therapy among patients was quite high at 1 month; it begins to decline by 6 months, 12 months, and more than 12 months (less than 1 month was 90.29%; from 1 to 6 months 88.0%, from 6 to 12 months 75.43%, and after 12 months only 46.29% of patients). Multivariable logistic regression was utilized to detect factors associated with the adherence to antiplatelet therapy. It showed that patients with average income per month of $300 or more (OR=2.92, 95% CI=1.24-6.89), distance to the hospital of less than 50km (OR=2.48, 95% CI: 1.12-5.52), taking medicine under doctor’s instructions (OR=3.65; 95% CI=1.13-11.70), and timely re-examination (OR=3.99, 95% CI=1.08-14.73) were more likely to …",50,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
